,business_id,city,full_address,latitude,longitude,name,review_count,stars,state,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Noise Level,Attire,Alcohol,Price_Range,Delivery,Outdoor_Seating,Drive-Thru,Good_for_Groups,Has_TV,Caters,Waiter_Service,Good_for_Kids,Accepts_Credit_Cards,Takes_Reservations,Wi_Fi,Happy_Hour,Good_for_Dancing,Smoking,BYOB,Corkage,Take_Out,Coat_Check,Parking_Street,Parking_Valet,Parking_Lot,Parking_Garage,Parking_Validated,Music_DJ,Music_Karaoke,Music_Video,Music_Live,Music_Jukebox,Music_Background_Music,Is_Restaurants,Sandwiches,Fast Food,Nightlife,Pizza,Bars,Mexican,Food,American (Traditional),Burgers,Chinese,Italian,American (New),Breakfast & Brunch,Thai,Indian,Sushi Bars,Korean,Mediterranean,Japanese,Seafood,Middle Eastern,Pakistani,Barbeque,Vietnamese,Asian Fusion,Diners,Greek,Vegetarian,Number_of_Checkins,Number_of_Tips,Number_of_Tip_Likes
70934,KA6KyW8FU7z58-pmieikMA,Peoria,"28465 N Vistancia Blvd Peoria, AZ 85383",33.7413011,-112.3207963,Deli on the Boulevard,21,3.5,AZ,07:00,14:00,,,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,,casual,none,2.0,0.0,1.0,,1.0,0.0,,1.0,1.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,5,0
70942,u2oP5eyHFrlBIb7AnTC6bA,Scottsdale,"10825 N Scottsdale Rd Scottsdale, AZ 85254",33.584920399999994,-111.92559809999999,McDonalds,6,3.0,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
70945,j5qA9d_f1cFKsKM7u283eQ,Tempe,"Tempe Marketplace 2000 E Rio Salado Pkwy, Ste 1215 Tempe, AZ 85281",33.4329265,-111.90557549999998,MAD Greens - Eat Better,39,4.0,AZ,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,average,casual,none,2.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,10,0
70946,s46zVQsN1ZU95vVWKvpdZg,Scottsdale,"14418 N Scottsdale Rd Ste 185 Scottsdale, AZ 85254",33.617584,-111.92624520000001,MAD Greens - Eat Better,65,4.0,AZ,07:00,20:30,07:00,20:30,07:00,20:30,07:00,20:30,07:00,20:30,07:00,20:30,07:00,20:30,average,casual,none,2.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,9,0
70951,Yv_tRinWxlTvJ9Op3NmAUg,Queen Creek,"21202 S Ellsworth Loop Rd Ste 109 Queen Creek, AZ 85142",33.255864158137996,-111.638699196959,Thai Chili 2 Go,72,4.0,AZ,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,quiet,casual,none,1.0,1.0,0.0,,0.0,0.0,,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,9,0
70991,zNO6uuiLMgP34TP7EqIWWg,Phoenix,"2435 E Bell Rd Phoenix, AZ 85032",33.6401437,-112.02933440000001,Juliobertos Mexican Food,6,2.5,AZ,,,,,,,,,,,,,,,very_loud,casual,none,2.0,0.0,0.0,,0.0,1.0,,0.0,0.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70994,lMq5Zny9bsRnkvBgRLeoQg,Phoenix,"2651 N 75th Ave Phoenix, AZ 85035",33.4781864,-112.2201081,Applebee's,15,2.5,AZ,11:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,free,,,,,,1.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0
71006,1h88e48P845HXL4SVHzX0g,Phoenix,"2340 E Baseline Rd Phoenix, AZ 85042",33.3786989220592,-112.031013071537,Five Guys Burgers and Fries,7,3.5,AZ,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,average,casual,none,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0
71040,JeFDGdm4N8vHe2PnRHBBFQ,Scottsdale,"11015 N Scottsdale Rd Ste 100 Scottsdale, AZ 85254",33.5859839586685,-111.92564836382,Chipotle Mexican Grill,9,2.5,AZ,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,average,casual,beer_and_wine,1.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0
71060,4tm9oc4zpm1jSBTjrXOJcg,Phoenix,"3121 W Peoria Ave #104 Phoenix, AZ 85029",33.5817948,-112.12710770000001,Chronic Tacos,73,3.0,AZ,11:00,20:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,22:00,10:00,22:00,average,casual,beer_and_wine,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,0
71061,5MKClTxLVkgMmQOkB2fesA,Maricopa AZ,"21423 N John Wayne Pkwy Ste 104 Maricopa AZ, AZ 85138",33.0738019,-112.04363459999999,Jersey Mike's Subs,21,3.5,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0
71064,0bIAt8OIgdBh-cl5t0E3pg,Phoenix,"19401 N Cave Creek Rd Ste 15-16 Phoenix, AZ 85024",33.6635297261767,-112.02975529547199,Tacos & Tequilas,25,3.5,AZ,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,23:00,10:00,23:59,10:00,23:59,quiet,casual,full_bar,2.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0
71065,hGY56ArtjZTbB5vIroixVw,Phoenix,"3515 W Northern Ave Phoenix, AZ 85051",33.5525040469434,-112.13471284212,Hal O Penos,9,4.0,AZ,,,,,,,,,,,,,,,quiet,casual,none,2.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
71081,zEu3XHX3qsiBJG99YuhULQ,Scottsdale,"10767 N 116th St Scottsdale, AZ 85259",33.5840684,-111.8304087,Cold Beers & Cheeseburgers,38,3.5,AZ,10:00,00:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,01:00,10:00,01:00,average,casual,full_bar,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,free,1.0,0.0,no,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,4,0
71084,E07H1S2J4meihFPEyn0Ung,Casa Grande,"1328 E Florence Blvd Casa Grande, AZ 85122",32.8795898,-111.7294376,Carlito's Authentic Mexican Grill,25,4.0,AZ,09:00,15:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,21:00,10:30,21:00,average,casual,none,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0
71086,WCk0NMjTYuXMMEW7aZCgEA,Scottsdale,"15505 N Hayden Rd Scottsdale, AZ 85260",33.6266225683975,-111.89623352209,Kneaders Bakery & Cafe,39,3.5,AZ,,,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,quiet,casual,none,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0
71092,E1MHNQRX2oe8Md8r1k2DUA,Glendale,"9250 N 43rd Ave Ste 14 Glendale, AZ 85302",33.5704537,-112.15236979999999,Phoenix Pho Vietnamese Restaurant,39,4.5,AZ,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,,,10:00,21:00,10:00,21:00,quiet,casual,none,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,5,0
71109,VDr0xMDFASWnwKyS0qRaOQ,Phoenix,"3215 E Camelback Rd Phoenix, AZ 85018",33.509873999999996,-112.011835,First Watch,52,4.0,AZ,06:30,14:30,06:30,14:30,06:30,14:30,06:30,14:30,06:30,14:30,06:30,14:30,06:30,14:30,average,casual,none,2.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,0
71112,4h83dwPNln4tWvvItryk5A,Scottsdale,"7014 E Camelback Rd Store 799 Scottsdale, AZ 85251",33.50283710000001,-111.92941979999999,Charleys Philly Steaks,9,2.5,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,0.0,,0.0,1.0,,0.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
71120,EVUNQuM2XYNfhlQnVZX3MQ,Mesa,"2831 N Power Rd Mesa, AZ 85215",33.4668525,-111.6825913,Jimmy John's,8,3.0,AZ,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,,,,,,0.0,,1.0,,,0.0,1.0,,0.0,,,,,,,1.0,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71131,gmnI9E8l9ZmqErrBeg88jA,Tempe,"119 E Southern Ave Tempe, AZ 85282",33.3915708,-111.93838740000001,TC Tacos,71,4.5,AZ,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,quiet,casual,none,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,8,0
71132,CPJkAY5XccuKeIwQVH5ytg,Phoenix,"1339 E Northern Ave Phoenix, AZ 85020",33.5527972,-112.0533611,Luncha Libre,21,4.5,AZ,,,,,10:30,14:00,17:00,20:00,17:00,20:00,17:00,20:00,17:00,20:00,quiet,casual,none,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0
71138,-4RFDwrW_OI39zA55FqDpw,Phoenix,"4433 N 16th St Phoenix, AZ 85016",33.501658899999995,-112.04725,Miracle Mile Delicatessen,46,4.0,AZ,07:00,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,07:00,20:00,average,casual,beer_and_wine,2.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,1.0,0.0,1.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,8,0
71139,WjuoFRMiEtrhoNK47ey8LA,Phoenix,"12020 S Warner Elliott LP Phoenix, AZ 85044",33.3377046575735,-111.99477834181101,Odelay Bagel,25,4.5,AZ,06:00,13:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,average,casual,,1.0,0.0,1.0,,1.0,0.0,,0.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0
71153,vZyfgxGjOxCVkp00XTDscw,Tempe,"414 S Mill Ave Tempe, AZ 85281",33.4259647,-111.9402513,US Fries Tempe,60,4.0,AZ,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,03:00,11:00,04:00,11:00,04:00,average,casual,beer_and_wine,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11,0
71154,2Mx-_HtveweqRVOyHtiSuQ,Phoenix,"50 N Central Ave Phoenix, AZ 85004",33.4488663,-112.0738152,The Counter Phoenix,63,3.0,AZ,11:00,20:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,average,casual,full_bar,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,0.0,1.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,0
71158,wUARGt36G3XarRLFWiqFIQ,Tempe,"51 W Southern Ave Tempe, AZ 85282",33.3926053,-111.9412417,Fifty One West,12,5.0,AZ,09:00,13:00,,,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,09:00,13:00,,,,1.0,1.0,0.0,,1.0,,,,1.0,1.0,,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0
71165,2xzxF4Gp6qm47-AbKh8AYg,Phoenix,"3222 E Indian School Rd Phoenix, AZ 85018",33.495636,-112.01189709999998,Frasher's Smokehouse,104,4.0,AZ,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,average,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,5,0
71188,Ghol-DNRu07ggBnN84ynzQ,Phoenix,"15842 N Cave Creek Rd Phoenix, AZ 85032",33.630768474974104,-112.03124172985599,Dino's Ristorante,23,4.5,AZ,,,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,average,casual,beer_and_wine,2.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0
71202,ZcWjQ0J6Vb5sNtglchab3w,Surprise,"15557 W Bell Rd Surprise, AZ 85374",33.6385257,-112.39614399999999,Chef Panda,34,3.0,AZ,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,quiet,casual,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
71208,uIlk2wYCZkdHI6N2nXcNQg,Buckeye,"7707 SW US Hwy 85 Ste 133 Buckeye, AZ 85326",33.3776328,-112.6250097,La Fiesta Restaurante y Tortilleria,3,4.5,AZ,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,average,casual,,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
71211,Q7miuh0aB4YjXLmiIp0wSg,Phoenix,"3243 N 3rd St Phoenix, AZ 85012",33.485414,-112.068772,Ocotillo,86,4.0,AZ,10:00,16:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,10:00,23:00,average,casual,full_bar,2.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,4,0
71216,6odRX3yEdOPLXlr7PBHuug,Gilbert,"891 N Val Vista Dr Ste D-101 Gilbert, AZ 85234",33.3651262516888,-111.75571878780701,Gabriela's Kitchen,14,5.0,AZ,,,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,quiet,casual,none,1.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
71219,YtuyZ94mZbkWP3nSeCGWrg,Phoenix,"16618 N 32nd St Phoenix, AZ 85032",33.6378373235747,-112.013670770495,Lupita's Hot Dogs,6,5.0,AZ,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,02:00,18:00,02:00,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71223,YyT1B4BRsr6bbX4abp4IbA,Peoria,"7608 W Cactus Rd Peoria, AZ 85381",33.596701,-112.22288859999999,Angry Crab Shack,45,4.5,AZ,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,11:00,23:00,loud,casual,full_bar,2.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,11,0
71253,gy5S23dmrPbOKr83qF5goA,Scottsdale,"7366 E. Shea Blvd Ste. 110 Scottsdale, AZ 85260",33.58413970000001,-111.92224809999999,Coconut's Fish Cafe,40,4.5,AZ,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,average,casual,beer_and_wine,2.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138,5,0
71254,OSLBjNm6x_CvLO6rqj_SWQ,Tempe,"149 S Farmer Ave Tempe, AZ 85281",33.428533,-111.943955,Over Easy,28,3.0,AZ,06:30,14:00,06:30,14:00,06:30,14:00,06:30,14:00,06:30,14:00,06:30,14:00,06:30,14:00,average,casual,none,2.0,0.0,0.0,,1.0,1.0,,,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0
71269,rFz_Pi87bpI3FDwKjnYqjQ,Phoenix,"842 E Indian School Rd Phoenix, AZ 85014",33.49548,-112.063272,Abyssinia Restaurant and Cafe,40,4.5,AZ,13:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,quiet,casual,none,2.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,free,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0
71271,H7HXERwPrhRiguEw3csCpw,Scottsdale,"2805 N Scottsdale Rd Ste 103 Scottsdale, AZ 85257",33.4791820555539,-111.925749868423,Ahi Mahi Fish Grill,65,4.0,AZ,,,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,quiet,casual,none,2.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,186,6,0
71272,H2tGlQpFItqduWJc4VheUQ,Scottsdale,"16447 N Scottsdale Rd Suite 101 Scottsdale, AZ 85254",33.635464899999995,-111.92372549999999,Bowl of Greens,34,4.0,AZ,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,average,casual,none,1.0,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,2,0
71282,QgaUEKlu2dMEL1iF8PXgyg,Glendale,"4303 W Peoria Ave Glendale, AZ 85302",33.5815256,-112.1520175,Subway,4,4.0,AZ,,,,,,,,,,,,,,,quiet,casual,,1.0,,,,,0.0,,,,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71286,f1WLLiB_y-49JrU0zTTeYg,Tempe,"788 E Baseline Rd Tempe, AZ 85283",33.3782668,-111.9300678,Flo's,77,4.0,AZ,12:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,12:00,22:00,average,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,5,0
71289,BITOIhndla5OfxdqAWwYEg,Scottsdale,"8752 E Shea Blvd Ste C-11 Scottsdale, AZ 85260",33.5823215,-111.8918777,Mint Indian Cuisine,44,4.0,AZ,11:00,21:30,,,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,,casual,full_bar,2.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,6,0
71290,YsR8Ki9EAtHRum6q0hXCfg,Phoenix,"3422 W Glendale Ave Phoenix, AZ 85051",33.5388426,-112.1326376,The Cracked Egg,35,4.0,AZ,07:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,average,casual,none,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0
71316,WaP8WuqCKY39jr9FbA5mcg,Mesa,"1335 S Alma School Rd Ste 105 Mesa, AZ 85210",33.3895791458856,-111.85678404362,Chipotle Mexican Grill,7,3.0,AZ,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,,casual,,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
71337,tLF2vqJ9wATlpVDqHB9anw,Phoenix,"25 E Camelback Rd Phoenix, AZ 85012",33.509266100000005,-112.0730422,Sauce Pizza & Wine,15,4.0,AZ,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,22:00,11:00,22:00,average,casual,beer_and_wine,2.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0
